Model,Type,Samples,SNPs,Missing_Values,Label_Balance_%,Mean_MAF,Expected_MAF,Mean_SNP_SNP_Corr,Mean_SNP_Disease_Corr,Top_SNP,Top_SNP_Corr,Marginal_Effects,Expected_Marginal,Heritability,PCA_Variance_%
model4,Threshold,4000,50,0,50.0,0.3989600000000001,0.4,0.0005422620795418385,0.023309789643938053,SNP1,0.2382869853598717,No,Yes,0.15,4.821055597682135
